id,material_class,sheet_title,table_heading,table_subheading,product_code,material,qty_basis,a1_a3_CO2,a1_a3_energy_total,a1_a3_energy_non_renewable,a1_a3_energy_renewable,notes,data_quality,density,area_density,linear_density,mass_per_unit
91,STRUCTURE,Concrete (in-situ),"20 MPa in-situ, no reinforcement - generic",,PR_20_31_16_2_1_1_2_3,"Concrete, 20 MPa, in-situ, no reinforcement, (75% GGBS)",kg,0.05,0.54,0.5,0.04,"ci3, ci9",F,2350,0,0,0
92,STRUCTURE,Concrete (in-situ),"20 MPa in-situ, no reinforcement - generic",,PR_20_31_16_2_1_1_3_1,"Concrete, 20 MPa, in-situ, no reinforcement, (20% PFA)",kg,0.09,0.58,0.54,0.04,"ci3, ci11",F,2350,0,0,0
93,STRUCTURE,Concrete (in-situ),"20 MPa in-situ, no reinforcement - generic",,PR_20_31_16_2_1_1_3_2,"Concrete, 20 MPa, in-situ, no reinforcement, (35% PFA)",kg,0.08,0.54,0.5,0.04,"ci3, ci11",F,2350,0,0,0
94,STRUCTURE,Concrete (in-situ),"20 MPa in-situ, with reinforcement - generic",50 kg/m- steel reinforcing,PR_20_31_16_2_2_1_1,"Reinforced concrete, 20 MPa, in-situ, inc. 50 kg/m- steel reinforcing, (OPC)",kg,0.19,1.8,1.64,0.16,"ci3, ci10",F,2385.03,0,0,0
95,STRUCTURE,Concrete (in-situ),"20 MPa in-situ, with reinforcement - generic",50 kg/m- steel reinforcing,PR_20_31_16_2_2_1_2_1,"Reinforced concrete, 20 MPa, in-situ, inc. 50 kg/m- steel reinforcing, (25% GGBS)",kg,0.17,1.77,1.61,0.16,"ci3, ci9",F,2385.03,0,0,0
96,STRUCTURE,Concrete (in-situ),"20 MPa in-situ, with reinforcement - generic",50 kg/m- steel reinforcing,PR_20_31_16_2_2_1_2_2,"Reinforced concrete, 20 MPa, in-situ, inc. 50 kg/m- steel reinforcing, (50% GGBS)",kg,0.15,1.74,1.58,0.16,"ci3, ci9",F,2385.03,0,0,0
97,STRUCTURE,Concrete (in-situ),"20 MPa in-situ, with reinforcement - generic",50 kg/m- steel reinforcing,PR_20_31_16_2_2_1_2_3,"Reinforced concrete, 20 MPa, in-situ, inc. 50 kg/m- steel reinforcing, (75% GGBS)",kg,0.13,1.7,1.54,0.16,"ci3, ci9",F,2385.03,0,0,0
98,STRUCTURE,Concrete (in-situ),"20 MPa in-situ, with reinforcement - generic",50 kg/m- steel reinforcing,PR_20_31_16_2_2_1_3_1,"Reinforced concrete, 20 MPa, in-situ, inc. 50 kg/m- steel reinforcing, (20% PFA)",kg,0.18,1.74,1.58,0.16,"ci3, ci11",F,2385.03,0,0,0
99,STRUCTURE,Concrete (in-situ),"20 MPa in-situ, with reinforcement - generic",50 kg/m- steel reinforcing,PR_20_31_16_2_2_1_3_2,"Reinforced concrete, 20 MPa, in-situ, inc. 50 kg/m- steel reinforcing, (35% PFA)",kg,0.16,1.7,1.54,0.16,"ci3, ci11",F,2385.03,0,0,0
100,STRUCTURE,Concrete (in-situ),"20 MPa in-situ, with reinforcement - generic",100 kg/m- steel reinforcing,PR_20_31_16_2_2_2_1,"Reinforced concrete, 20 MPa, in-situ, inc. 100 kg/m- steel reinforcing, (OPC)",kg,0.27,2.93,2.65,0.28,"ci3, ci10",F,2420.06,0,0,0
101,STRUCTURE,Concrete (in-situ),"20 MPa in-situ, with reinforcement - generic",100 kg/m- steel reinforcing,PR_20_31_16_2_2_2_2_1,"Reinforced concrete, 20 MPa, in-situ, inc. 100 kg/m- steel reinforcing, (25% GGBS)",kg,0.25,2.9,2.62,0.28,"ci3, ci9",F,2420.06,0,0,0
102,STRUCTURE,Concrete (in-situ),"20 MPa in-situ, with reinforcement - generic",100 kg/m- steel reinforcing,PR_20_31_16_2_2_2_2_2,"Reinforced concrete, 20 MPa, in-situ, inc. 100 kg/m- steel reinforcing, (50% GGBS)",kg,0.23,2.86,2.59,0.27,"ci3, ci9",F,2420.06,0,0,0
103,STRUCTURE,Concrete (in-situ),"20 MPa in-situ, with reinforcement - generic",100 kg/m- steel reinforcing,PR_20_31_16_2_2_2_2_3,"Reinforced concrete, 20 MPa, in-situ, inc. 100 kg/m- steel reinforcing, (75% GGBS)",kg,0.21,2.83,2.56,0.27,"ci3, ci9",F,2420.06,0,0,0
104,STRUCTURE,Concrete (in-situ),"20 MPa in-situ, with reinforcement - generic",100 kg/m- steel reinforcing,PR_20_31_16_2_2_2_3_1,"Reinforced concrete, 20 MPa, in-situ, inc. 100 kg/m- steel reinforcing, (20% PFA)",kg,0.25,2.87,2.59,0.27,"ci3, ci11",F,2420.06,0,0,0
105,STRUCTURE,Concrete (in-situ),"20 MPa in-situ, with reinforcement - generic",100 kg/m- steel reinforcing,PR_20_31_16_2_2_2_3_2,"Reinforced concrete, 20 MPa, in-situ, inc. 100 kg/m- steel reinforcing, (35% PFA)",kg,0.24,2.82,2.55,0.27,"ci3, ci11",F,2420.06,0,0,0
106,STRUCTURE,Concrete (in-situ),"20 MPa in-situ, with reinforcement - generic",150 kg/m- steel reinforcing,PR_20_31_16_2_2_3_1,"Reinforced concrete, 20 MPa, in-situ, inc. 150 kg/m- steel reinforcing, (OPC)",kg,0.35,4.02,3.63,0.39,"ci3, ci10",F,2455.1,0,0,0
107,STRUCTURE,Concrete (in-situ),"20 MPa in-situ, with reinforcement - generic",150 kg/m- steel reinforcing,PR_20_31_16_2_2_3_2_1,"Reinforced concrete, 20 MPa, in-situ, inc. 150 kg/m- steel reinforcing, (25% GGBS)",kg,0.33,3.99,3.6,0.39,"ci3, ci9",F,2455.1,0,0,0
108,STRUCTURE,Concrete (in-situ),"20 MPa in-situ, with reinforcement - generic",150 kg/m- steel reinforcing,PR_20_31_16_2_2_3_2_2,"Reinforced concrete, 20 MPa, in-situ, inc. 150 kg/m- steel reinforcing, (50% GGBS)",kg,0.31,3.96,3.57,0.39,"ci3, ci9",F,2455.1,0,0,0
109,STRUCTURE,Concrete (in-situ),"20 MPa in-situ, with reinforcement - generic",150 kg/m- steel reinforcing,PR_20_31_16_2_2_3_2_3,"Reinforced concrete, 20 MPa, in-situ, inc. 150 kg/m- steel reinforcing, (75% GGBS)",kg,0.29,3.92,3.54,0.38,"ci3, ci9",F,2455.1,0,0,0
110,STRUCTURE,Concrete (in-situ),"20 MPa in-situ, with reinforcement - generic",150 kg/m- steel reinforcing,PR_20_31_16_2_2_3_3_1,"Reinforced concrete, 20 MPa, in-situ, inc. 150 kg/m- steel reinforcing, (20% PFA)",kg,0.33,3.96,3.57,0.39,"ci3, ci11",F,2455.1,0,0,0
111,STRUCTURE,Concrete (in-situ),"20 MPa in-situ, with reinforcement - generic",150 kg/m- steel reinforcing,PR_20_31_16_2_2_3_3_2,"Reinforced concrete, 20 MPa, in-situ, inc. 150 kg/m- steel reinforcing, (35% PFA)",kg,0.32,3.92,3.53,0.38,"ci3, ci11",F,2455.1,0,0,0
112,STRUCTURE,Concrete (in-situ),"20 MPa in-situ, with reinforcement - generic",200 kg/m- steel reinforcing,PR_20_31_16_2_2_4_1,"Reinforced concrete, 20 MPa, in-situ, inc. 200 kg/m- steel reinforcing, (OPC)",kg,0.42,5.08,4.58,0.5,"ci3, ci10",F,2490.13,0,0,0
113,STRUCTURE,Concrete (in-situ),"20 MPa in-situ, with reinforcement - generic",200 kg/m- steel reinforcing,PR_20_31_16_2_2_4_2_1,"Reinforced concrete, 20 MPa, in-situ, inc. 200 kg/m- steel reinforcing, (25% GGBS)",kg,0.4,5.05,4.56,0.5,"ci3, ci9",F,2490.13,0,0,0
114,STRUCTURE,Concrete (in-situ),"20 MPa in-situ, with reinforcement - generic",200 kg/m- steel reinforcing,PR_20_31_16_2_2_4_2_2,"Reinforced concrete, 20 MPa, in-situ, inc. 200 kg/m- steel reinforcing, (50% GGBS)",kg,0.39,5.02,4.53,0.49,"ci3, ci9",F,2490.13,0,0,0
115,STRUCTURE,Concrete (in-situ),"20 MPa in-situ, with reinforcement - generic",200 kg/m- steel reinforcing,PR_20_31_16_2_2_4_2_3,"Reinforced concrete, 20 MPa, in-situ, inc. 200 kg/m- steel reinforcing, (75% GGBS)",kg,0.37,4.99,4.49,0.49,"ci3, ci9",F,2490.13,0,0,0
116,STRUCTURE,Concrete (in-situ),"20 MPa in-situ, with reinforcement - generic",200 kg/m- steel reinforcing,PR_20_31_16_2_2_4_3_1,"Reinforced concrete, 20 MPa, in-situ, inc. 200 kg/m- steel reinforcing, (20% PFA)",kg,0.41,5.02,4.53,0.49,"ci3, ci11",F,2490.13,0,0,0
117,STRUCTURE,Concrete (in-situ),"20 MPa in-situ, with reinforcement - generic",200 kg/m- steel reinforcing,PR_20_31_16_2_2_4_3_2,"Reinforced concrete, 20 MPa, in-situ, inc. 200 kg/m- steel reinforcing, (35% PFA)",kg,0.39,4.98,4.49,0.49,"ci3, ci11",F,2490.13,0,0,0
118,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, no reinforcement - Allied Concrete",,PR_20_31_16_3_4_1_1_1,"Concrete, 25 MPa, in-situ, no reinforcement, (OPC) (Allied Concrete) (Auckland)",kg,0.13,0.66,0.61,0.04,"ci1, ci10-",A,2360,0,0,0
119,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, no reinforcement - Allied Concrete",,PR_20_31_16_3_4_1_1_2,"Concrete, 25 MPa, in-situ, no reinforcement, (OPC) (Allied Concrete) (Wellington)",kg,0.12,0.52,0.48,0.03,"ci1, ci10-",A,2360,0,0,0
120,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, no reinforcement - Allied Concrete",,PR_20_31_16_3_4_1_1_3,"Concrete, 25 MPa, in-situ, no reinforcement, (OPC) (Allied Concrete) (Christchurch)",kg,0.11,0.48,0.44,0.03,"ci1, ci10-",A,2360,0,0,0
121,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, no reinforcement - Allied Concrete",,PR_20_31_16_3_4_1_2,"Concrete, 25 MPa, in-situ, no reinforcement, (OPC) (Allied Concrete) (North Island, average)",kg,0.13,0.65,0.61,0.04,"ci4, ci10-",A,2360,0,0,0
122,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, no reinforcement - Allied Concrete",,PR_20_31_16_3_4_1_3,"Concrete, 25 MPa, in-situ, no reinforcement, (OPC) (Allied Concrete) (South Island, average)",kg,0.11,0.57,0.53,0.04,"ci4, ci10-",A,2360,0,0,0
123,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_3_5_1_1_1,"Concrete, 25 MPa, in-situ, no reinforcement, (OPC) (Firth) (Auckland)",kg,0.11,0.7,0.14,0.56,"ci2, ci10-",A,2322,0,0,0
124,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_3_5_1_1_2,"Concrete, 25 MPa, in-situ, no reinforcement, (OPC) (Firth) (Wellington)",kg,0.1,0.64,0.13,0.51,"ci2, ci10-",A,2276,0,0,0
125,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_3_5_1_1_3,"Concrete, 25 MPa, in-situ, no reinforcement, (OPC) (Firth) (Christchurch)",kg,0.09,0.67,0.14,0.53,"ci2, ci10-",A,2297.62,0,0,0
126,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_3_5_1_2_1,"Concrete, 25 MPa, in-situ, no reinforcement, (OPC) (Firth) (North Island, made with cement from Golden Bay Cement, average)",kg,0.11,0.69,0.14,0.56,"ci2, ci10-",A,2321,0,0,0
127,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_3_5_1_3_1,"Concrete, 25 MPa, in-situ, no reinforcement, (OPC) (Firth) (South Island, made with cement from Golden Bay Cement, average)",kg,0.1,0.7,0.13,0.57,"ci2, ci10-",A,2338,0,0,0
128,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_3_5_1_3_2,"Concrete, 25 MPa, in-situ, no reinforcement, (OPC) (Firth) (South Island, made with cement from Holcim NZ, average)",kg,0.11,0.52,0.06,0.46,"ci2, ci10-",A,2347,0,0,0
129,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_3_5_2_1_1,"Concrete, 25 MPa, in-situ, no reinforcement, (EC20) (Firth) (Auckland)",kg,0.1,0.7,0.14,0.57,"-ci5, ci6",A,2322,0,0,0
130,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_3_5_2_1_2,"Concrete, 25 MPa, in-situ, no reinforcement, (EC20) (Firth) (Wellington)",kg,0.11,0.75,0.15,0.6,"ci5, ci6-",A,2276,0,0,0
131,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_3_5_2_1_3,"Concrete, 25 MPa, in-situ, no reinforcement, (EC20) (Firth) (Christchurch)",kg,0.1,0.71,0.14,0.57,"ci5, ci6-",A,2297.62,0,0,0
132,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_3_5_2_2,"Concrete, 25 MPa, in-situ, no reinforcement, (EC20) (Firth) (NZ, average)",kg,0.1,0.71,0.14,0.57,"ci5, ci6-",A,2310.09,0,0,0
133,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_3_5_3_1_1,"Concrete, 25 MPa, in-situ, no reinforcement, (EC30) (Firth) (Auckland)",kg,0.09,0.67,0.13,0.54,"ci5, ci7-",A,2297.13,0,0,0
134,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_3_5_3_1_2,"Concrete, 25 MPa, in-situ, no reinforcement, (EC30) (Firth) (Wellington)",kg,0.1,0.7,0.14,0.56,"ci5, ci7-",A,2251.22,0,0,0
135,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_3_5_3_1_3,"Concrete, 25 MPa, in-situ, no reinforcement, (EC30) (Firth) (Christchurch)",kg,0.09,0.7,0.14,0.56,"ci5, ci7-",A,2292.06,0,0,0
136,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_3_5_3_2,"Concrete, 25 MPa, in-situ, no reinforcement, (EC30) (Firth) (NZ, average)",kg,0.09,0.68,0.13,0.55,"ci5, ci7-",A,2291.01,0,0,0
137,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_3_5_4_1_1,"Concrete, 25 MPa, in-situ, no reinforcement, (EC40) (Firth) (Auckland)",kg,0.08,0.58,0.11,0.47,"ci5, ci8-",A,2348.23,0,0,0
138,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_3_5_4_1_3,"Concrete, 25 MPa, in-situ, no reinforcement, (EC40) (Firth) (Christchurch)",kg,0.08,0.65,0.13,0.52,"ci5, ci8-",A,2244.57,0,0,0
139,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_3_5_4_2,"Concrete, 25 MPa, in-situ, no reinforcement, (EC40) (Firth) (NZ, average)",kg,0.08,0.6,0.12,0.48,"-ci5, ci8-",A,2312.98,0,0,0
140,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, no reinforcement - generic",,PR_20_31_16_3_1_1_1,"Concrete, 25 MPa, in-situ, no reinforcement, (OPC)",kg,0.12,0.7,0.65,0.05,"ci3, ci10",F,2360,0,0,0
141,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, no reinforcement - generic",,PR_20_31_16_3_1_1_2_1,"Concrete, 25 MPa, in-situ, no reinforcement, (25% GGBS)",kg,0.1,0.66,0.61,0.05,"ci3, ci9",F,2360,0,0,0
142,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, no reinforcement - generic",,PR_20_31_16_3_1_1_2_2,"Concrete, 25 MPa, in-situ, no reinforcement, (50% GGBS)",kg,0.08,0.62,0.58,0.04,"ci3, ci9",F,2360,0,0,0
143,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, no reinforcement - generic",,PR_20_31_16_3_1_1_2_3,"Concrete, 25 MPa, in-situ, no reinforcement, (75% GGBS)",kg,0.06,0.58,0.54,0.04,"ci3, ci9",F,2360,0,0,0
144,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, no reinforcement - generic",,PR_20_31_16_3_1_1_3_1,"Concrete, 25 MPa, in-situ, no reinforcement, (20% PFA)",kg,0.1,0.63,0.58,0.04,"ci3, ci11",F,2360,0,0,0
145,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, no reinforcement - generic",,PR_20_31_16_3_1_1_3_2,"Concrete, 25 MPa, in-situ, no reinforcement, (35% PFA)",kg,0.09,0.58,0.54,0.04,"ci3, ci11",F,2360,0,0,0
146,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, with reinforcement - generic",50 kg/m- steel reinforcing,PR_20_31_16_3_2_1_1,"Reinforced concrete, 25 MPa, in-situ, inc. 50 kg/m- steel reinforcing, (OPC)",kg,0.2,1.85,1.69,0.17,"ci3, ci10",F,2394.97,0,0,0
147,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, with reinforcement - generic",50 kg/m- steel reinforcing,PR_20_31_16_3_2_1_2_1,"Reinforced concrete, 25 MPa, in-situ, inc. 50 kg/m- steel reinforcing, (25% GGBS)",kg,0.18,1.81,1.65,0.16,"ci3, ci9",F,2394.97,0,0,0
148,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, with reinforcement - generic",50 kg/m- steel reinforcing,PR_20_31_16_3_2_1_2_2,"Reinforced concrete, 25 MPa, in-situ, inc. 50 kg/m- steel reinforcing, (50% GGBS)",kg,0.16,1.77,1.61,0.16,"ci3, ci9",F,2394.97,0,0,0
149,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, with reinforcement - generic",50 kg/m- steel reinforcing,PR_20_31_16_3_2_1_2_3,"Reinforced concrete, 25 MPa, in-situ, inc. 50 kg/m- steel reinforcing, (75% GGBS)",kg,0.14,1.74,1.58,0.16,"ci3, ci9",F,2394.97,0,0,0
150,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, with reinforcement - generic",50 kg/m- steel reinforcing,PR_20_31_16_3_2_1_3_1,"Reinforced concrete, 25 MPa, in-situ, inc. 50 kg/m- steel reinforcing, (20% PFA)",kg,0.18,1.78,1.62,0.16,"ci3, ci11",F,2394.97,0,0,0
151,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, with reinforcement - generic",50 kg/m- steel reinforcing,PR_20_31_16_3_2_1_3_2,"Reinforced concrete, 25 MPa, in-situ, inc. 50 kg/m- steel reinforcing, (35% PFA)",kg,0.17,1.73,1.57,0.16,"ci3, ci11",F,2394.97,0,0,0
152,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, with reinforcement - generic",100 kg/m- steel reinforcing,PR_20_31_16_3_2_2_1,"Reinforced concrete, 25 MPa, in-situ, inc. 100 kg/m- steel reinforcing, (OPC)",kg,0.28,2.97,2.69,0.28,"ci3, ci10",F,2429.94,0,0,0
153,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, with reinforcement - generic",100 kg/m- steel reinforcing,PR_20_31_16_3_2_2_2_1,"Reinforced concrete, 25 MPa, in-situ, inc. 100 kg/m- steel reinforcing, (25% GGBS)",kg,0.26,2.93,2.66,0.28,"ci3, ci9",F,2429.94,0,0,0
154,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, with reinforcement - generic",100 kg/m- steel reinforcing,PR_20_31_16_3_2_2_2_2,"Reinforced concrete, 25 MPa, in-situ, inc. 100 kg/m- steel reinforcing, (50% GGBS)",kg,0.24,2.89,2.62,0.28,"ci3, ci9",F,2429.94,0,0,0
155,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, with reinforcement - generic",100 kg/m- steel reinforcing,PR_20_31_16_3_2_2_2_3,"Reinforced concrete, 25 MPa, in-situ, inc. 100 kg/m- steel reinforcing, (75% GGBS)",kg,0.22,2.86,2.59,0.27,"ci3, ci9",F,2429.94,0,0,0
156,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, with reinforcement - generic",100 kg/m- steel reinforcing,PR_20_31_16_3_2_2_3_1,"Reinforced concrete, 25 MPa, in-situ, inc. 100 kg/m- steel reinforcing, (20% PFA)",kg,0.26,2.9,2.63,0.28,"ci3, ci11",F,2429.94,0,0,0
157,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, with reinforcement - generic",100 kg/m- steel reinforcing,PR_20_31_16_3_2_2_3_2,"Reinforced concrete, 25 MPa, in-situ, inc. 100 kg/m- steel reinforcing, (35% PFA)",kg,0.25,2.85,2.58,0.27,"ci3, ci11",F,2429.94,0,0,0
158,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, with reinforcement - generic",150 kg/m- steel reinforcing,PR_20_31_16_3_2_3_1,"Reinforced concrete, 25 MPa, in-situ, inc. 150 kg/m- steel reinforcing, (OPC)",kg,0.36,4.06,3.67,0.39,"ci3, ci10",F,2464.9,0,0,0
159,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, with reinforcement - generic",150 kg/m- steel reinforcing,PR_20_31_16_3_2_3_2_1,"Reinforced concrete, 25 MPa, in-situ, inc. 150 kg/m- steel reinforcing, (25% GGBS)",kg,0.34,4.02,3.63,0.39,"ci3, ci9",F,2464.9,0,0,0
160,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, with reinforcement - generic",150 kg/m- steel reinforcing,PR_20_31_16_3_2_3_2_2,"Reinforced concrete, 25 MPa, in-situ, inc. 150 kg/m- steel reinforcing, (50% GGBS)",kg,0.32,3.98,3.6,0.39,"ci3, ci9",F,2464.9,0,0,0
161,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, with reinforcement - generic",150 kg/m- steel reinforcing,PR_20_31_16_3_2_3_2_3,"Reinforced concrete, 25 MPa, in-situ, inc. 150 kg/m- steel reinforcing, (75% GGBS)",kg,0.29,3.95,3.56,0.39,"ci3, ci9",F,2464.9,0,0,0
162,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, with reinforcement - generic",150 kg/m- steel reinforcing,PR_20_31_16_3_2_3_3_1,"Reinforced concrete, 25 MPa, in-situ, inc. 150 kg/m- steel reinforcing, (20% PFA)",kg,0.34,3.99,3.6,0.39,"ci3, ci11",F,2464.9,0,0,0
163,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, with reinforcement - generic",150 kg/m- steel reinforcing,PR_20_31_16_3_2_3_3_2,"Reinforced concrete, 25 MPa, in-situ, inc. 150 kg/m- steel reinforcing, (35% PFA)",kg,0.32,3.94,3.56,0.38,"ci3, ci11",F,2464.9,0,0,0
164,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, with reinforcement - generic",200 kg/m- steel reinforcing,PR_20_31_16_3_2_4_1,"Reinforced concrete, 25 MPa, in-situ, inc. 200 kg/m- steel reinforcing, (OPC)",kg,0.43,5.12,4.62,0.5,"ci3, ci10",F,2499.87,0,0,0
165,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, with reinforcement - generic",200 kg/m- steel reinforcing,PR_20_31_16_3_2_4_2_1,"Reinforced concrete, 25 MPa, in-situ, inc. 200 kg/m- steel reinforcing, (25% GGBS)",kg,0.41,5.08,4.58,0.5,"ci3, ci9",F,2499.87,0,0,0
166,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, with reinforcement - generic",200 kg/m- steel reinforcing,PR_20_31_16_3_2_4_2_2,"Reinforced concrete, 25 MPa, in-situ, inc. 200 kg/m- steel reinforcing, (50% GGBS)",kg,0.39,5.04,4.55,0.5,"ci3, ci9",F,2499.87,0,0,0
167,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, with reinforcement - generic",200 kg/m- steel reinforcing,PR_20_31_16_3_2_4_2_3,"Reinforced concrete, 25 MPa, in-situ, inc. 200 kg/m- steel reinforcing, (75% GGBS)",kg,0.37,5.01,4.52,0.49,"ci3, ci9",F,2499.87,0,0,0
168,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, with reinforcement - generic",200 kg/m- steel reinforcing,PR_20_31_16_3_2_4_3_1,"Reinforced concrete, 25 MPa, in-situ, inc. 200 kg/m- steel reinforcing, (20% PFA)",kg,0.41,5.05,4.55,0.49,"ci3, ci11",F,2499.87,0,0,0
169,STRUCTURE,Concrete (in-situ),"25 MPa in-situ, with reinforcement - generic",200 kg/m- steel reinforcing,PR_20_31_16_3_2_4_3_2,"Reinforced concrete, 25 MPa, in-situ, inc. 200 kg/m- steel reinforcing, (35% PFA)",kg,0.4,5,4.51,0.49,"ci3, ci11",F,2499.87,0,0,0
170,STRUCTURE,Concrete (in-situ),"30 MPa in-situ, no reinforcement - Allied Concrete",,PR_20_31_16_4_4_1_1_1,"Concrete, 30 MPa, in-situ, no reinforcement, (OPC) (Allied Concrete) (Auckland)",kg,0.14,0.71,0.66,0.04,"ci1, ci10-",A,2410,0,0,0
171,STRUCTURE,Concrete (in-situ),"30 MPa in-situ, no reinforcement - Allied Concrete",,PR_20_31_16_4_4_1_1_2,"Concrete, 30 MPa, in-situ, no reinforcement, (OPC) (Allied Concrete) (Wellington)",kg,0.13,0.54,0.5,0.04,"ci1, ci10-",A,2410,0,0,0
172,STRUCTURE,Concrete (in-situ),"30 MPa in-situ, no reinforcement - Allied Concrete",,PR_20_31_16_4_4_1_1_3,"Concrete, 30 MPa, in-situ, no reinforcement, (OPC) (Allied Concrete) (Christchurch)",kg,0.11,0.49,0.46,0.04,"ci1, ci10-",A,2410,0,0,0
173,STRUCTURE,Concrete (in-situ),"30 MPa in-situ, no reinforcement - Allied Concrete",,PR_20_31_16_4_4_1_2,"Concrete, 30 MPa, in-situ, no reinforcement, (OPC) (Allied Concrete) (North Island, average)",kg,0.14,0.67,0.63,0.04,"ci4, ci10-",A,2410,0,0,0
174,STRUCTURE,Concrete (in-situ),"30 MPa in-situ, no reinforcement - Allied Concrete",,PR_20_31_16_4_4_1_3,"Concrete, 30 MPa, in-situ, no reinforcement, (OPC) (Allied Concrete) (South Island, average)",kg,0.12,0.58,0.54,0.04,"ci4, ci10-",A,2410,0,0,0
175,STRUCTURE,Concrete (in-situ),"30 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_4_5_1_1_1,"Concrete, 30 MPa, in-situ, no reinforcement, (OPC) (Firth) (Auckland)",kg,0.11,0.7,0.14,0.56,"ci2, ci10-",A,2400,0,0,0
176,STRUCTURE,Concrete (in-situ),"30 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_4_5_1_1_2,"Concrete, 30 MPa, in-situ, no reinforcement, (OPC) (Firth) (Wellington)",kg,0.11,0.67,0.13,0.54,"ci2, ci10-",A,2337,0,0,0
177,STRUCTURE,Concrete (in-situ),"30 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_4_5_1_1_3,"Concrete, 30 MPa, in-situ, no reinforcement, (OPC) (Firth) (Christchurch)",kg,0.1,0.72,0.15,0.57,"ci2, ci10-",A,2371.03,0,0,0
178,STRUCTURE,Concrete (in-situ),"30 MPa in-situ, no reinforcement - Firth",,PR_20_31_16_4_5_1_2_1,"Concrete, 30 MPa, in-situ, no reinforcement, (OPC) (Firth) (North Island, made with cement from Golden Bay Cement, average)",kg,0.11,0.72,0.14,0.58,"ci2, ci10-",A,2364,0,0,0
